identifier,digital resource locator,contributing repository,title,date created (W3CDTF),"date created (human readable, for approximate dates)",creator,rights,language,subject,type,extent,spatial,description,publisher,isPartOf,full text available (y/n)?,local data 1,local data 2,local data 3
131516588,https://catalog.archives.gov/id/131516588,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Buckley,1863-08-13,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Buckley at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516589,https://catalog.archives.gov/id/131516589,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Buckley,1863-09-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Buckley at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516590,https://catalog.archives.gov/id/131516590,National Archives at Philadelphia,Correspondence Relating to the Employment of Rosamond K Burk,1863-07-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Rosamond K. Burk at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516591,https://catalog.archives.gov/id/131516591,National Archives at Philadelphia,Correspondence Relating to the Employment of Bridget Burke,1863-08-02,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,7,Philadelphia (Pa.),This file unit consists of recommendations for employment of Bridget Burke at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516592,https://catalog.archives.gov/id/131516592,National Archives at Philadelphia,Correspondence Relating to the Employment of Annie Burnes,1863-09-04,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Annie Burnes at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516593,https://catalog.archives.gov/id/131516593,National Archives at Philadelphia,Correspondence Relating to the Employment of Cathrine Burns,1863-07-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Cathrine Burnes at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516594,https://catalog.archives.gov/id/131516594,National Archives at Philadelphia,Correspondence Relating to the Employment of Catharine Burns,1863-08-26,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Burnes at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516595,https://catalog.archives.gov/id/131516595,National Archives at Philadelphia,Correspondence Relating to the Employment of Julia Burns,1863-08-21,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Julia Burnes at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516596,https://catalog.archives.gov/id/131516596,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Burns,1863-08-08,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Burnes at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516597,https://catalog.archives.gov/id/131516597,National Archives at Philadelphia,Correspondence Relating to the Employment of Catharine Burson,1863-09-11,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catharine Burson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516598,https://catalog.archives.gov/id/131516598,National Archives at Philadelphia,Correspondence Relating to the Employment of Matilda Burt,1863-09-12,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Matilda Burt at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516599,https://catalog.archives.gov/id/131516599,National Archives at Philadelphia,Correspondence Relating to the Employment of Bridget Burton,1863-09-17,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Bridget Burton at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516600,https://catalog.archives.gov/id/131516600,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Bustend,1863-07-29,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Bustend at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516601,https://catalog.archives.gov/id/131516601,National Archives at Philadelphia,Correspondence Relating to the Employment of Martha Butler,1863-08-11,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Martha Butler at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516602,https://catalog.archives.gov/id/131516602,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Byrne,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,5,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Byrne at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516603,https://catalog.archives.gov/id/131516603,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth O‘Byrne,1863-08-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth O'Byrne at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516604,https://catalog.archives.gov/id/131516604,National Archives at Philadelphia,Correspondence Relating to the Employment of Matilda Caldwell,1863-09-15,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Matilda Caldwell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516605,https://catalog.archives.gov/id/131516605,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Cahill,1863-08-11,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Cahill at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516606,https://catalog.archives.gov/id/131516606,National Archives at Philadelphia,Correspondence Relating to the Employment of Ellen Callahan,1863-07-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ellen Callahan at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516607,https://catalog.archives.gov/id/131516607,National Archives at Philadelphia,Correspondence Relating to the Employment of Julia Callahan,1863-08-13,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Julia Callahan at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516608,https://catalog.archives.gov/id/131516608,National Archives at Philadelphia,Correspondence Relating to the Employment of Anna Callen,1863-04-22,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Anna Callen at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516609,https://catalog.archives.gov/id/131516609,National Archives at Philadelphia,Correspondence Relating to the Employment of Ellen Campbell,1863-08-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ellen Campbell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516610,https://catalog.archives.gov/id/131516610,National Archives at Philadelphia,Correspondence Relating to the Employment of Ellen Campbell,1863-08-21,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ellen Campbell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516611,https://catalog.archives.gov/id/131516611,National Archives at Philadelphia,Correspondence Relating to the Employment of Fanny Campbell,1863-08-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Fanny Campbell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516612,https://catalog.archives.gov/id/131516612,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Campbell,1863-08-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Campbell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516613,https://catalog.archives.gov/id/131516613,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Canning,1863-09-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Canning at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516614,https://catalog.archives.gov/id/131516614,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Cannon,1863-08-31,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Cannon at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516615,https://catalog.archives.gov/id/131516615,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Carey,1863-08-24,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Carey at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516616,https://catalog.archives.gov/id/131516616,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Carey,1863-08-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Carey at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516617,https://catalog.archives.gov/id/131516617,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Cargill,1863-09-16,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Cargill at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516618,https://catalog.archives.gov/id/131516618,National Archives at Philadelphia,Correspondence Relating to the Employment of Bridget Carlin,1863-08-18,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Bridget Carlin at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516619,https://catalog.archives.gov/id/131516619,National Archives at Philadelphia,Correspondence Relating to the Employment of Mrs. Carr,1863-10-26,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of (Mrs.) Carr at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516620,https://catalog.archives.gov/id/131516620,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Carr,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Carr at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516621,https://catalog.archives.gov/id/131516621,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Carrell,1863-09-18,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Carrell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516622,https://catalog.archives.gov/id/131516622,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Carrie,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Carrie at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516623,https://catalog.archives.gov/id/131516623,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Carroll,1863-09-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Carroll at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516624,https://catalog.archives.gov/id/131516624,National Archives at Philadelphia,Correspondence Relating to the Employment of Isabella Carson,1863-08-20,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Isabella Carson at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516625,https://catalog.archives.gov/id/131516625,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Casey,1863-09-07,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Casey at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516626,https://catalog.archives.gov/id/131516626,National Archives at Philadelphia,Correspondence Relating to the Employment of Eliza Cassidy,1863-08-29,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Eliza Cassidy at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516627,https://catalog.archives.gov/id/131516627,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Cavanaugh,1863-08-24,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Cavanaugh at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516628,https://catalog.archives.gov/id/131516628,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Christy,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Christy at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516629,https://catalog.archives.gov/id/131516629,National Archives at Philadelphia,Correspondence Relating to the Employment of Jane Christy,1863-07-26,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Jane Christy at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516630,https://catalog.archives.gov/id/131516630,National Archives at Philadelphia,Correspondence Relating to the Employment of Clara Clampitt,1863-07-29,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Clara Clampitt at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516631,https://catalog.archives.gov/id/131516631,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Clarke,1863-08-29,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Clarke at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516632,https://catalog.archives.gov/id/131516632,National Archives at Philadelphia,Correspondence Relating to the Employment of Susan S Clayton,1863-09-05,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Susan S Clayton at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516633,https://catalog.archives.gov/id/131516633,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Ann Clement,1863-08-11,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Ann Clement at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516634,https://catalog.archives.gov/id/131516634,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary A Clements,1863-08-26,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary A. Clements at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516635,https://catalog.archives.gov/id/131516635,National Archives at Philadelphia,Correspondence Relating to the Employment of Maria Clew,1863-12-09,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Maria Clew at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516636,https://catalog.archives.gov/id/131516636,National Archives at Philadelphia,Correspondence Relating to the Employment of Rebecca Cline,1863-08-16,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Rebecca Cline at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516637,https://catalog.archives.gov/id/131516637,National Archives at Philadelphia,Correspondence Relating to the Employment of Catharine Clinton,1863-08-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catharine Clinton at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516638,https://catalog.archives.gov/id/131516638,National Archives at Philadelphia,Correspondence Relating to the Employment of Susannah E Coates,1863-08-04,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Susannah E. Coates at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516639,https://catalog.archives.gov/id/131516639,National Archives at Philadelphia,Correspondence Relating to the Employment of Matilda (Tillie) Colehouse,1863-09-02,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of (Tillie) Matilda Colehouse at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516640,https://catalog.archives.gov/id/131516640,National Archives at Philadelphia,Correspondence Relating to the Employment of Regia Collins,1863-08-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,5,Philadelphia (Pa.),This file unit consists of recommendations for employment of Regia Collins at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516641,https://catalog.archives.gov/id/131516641,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Collins,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Collins at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516642,https://catalog.archives.gov/id/131516642,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Conily,1863-08-20,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Conily at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516643,https://catalog.archives.gov/id/131516643,National Archives at Philadelphia,Correspondence Relating to the Employment of Margeret Conlan,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margeret Conlan at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516644,https://catalog.archives.gov/id/131516644,National Archives at Philadelphia,Correspondence Relating to the Employment of Ellen Connostow,1863-08-11,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ellen Connostow at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516645,https://catalog.archives.gov/id/131516645,National Archives at Philadelphia,Correspondence Relating to the Employment of Anne Conroy,1863-08-11,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Anne Conroy at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516646,https://catalog.archives.gov/id/131516646,National Archives at Philadelphia,Correspondence Relating to the Employment of Bridget Conway,1863-08-19,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Bridget Conway at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516647,https://catalog.archives.gov/id/131516647,National Archives at Philadelphia,Correspondence Relating to the Employment of Eliza Cooker,1863-09-02,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Eliza Cooker at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516648,https://catalog.archives.gov/id/131516648,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Corrigan,1863-08-05,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Corrigan at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516649,https://catalog.archives.gov/id/131516649,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Cosgrove,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Cosgrove at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516650,https://catalog.archives.gov/id/131516650,National Archives at Philadelphia,Correspondence Relating to the Employment of Harriet Cossart,1863-11-04,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,5,Philadelphia (Pa.),This file unit consists of recommendations for employment of Harriet Cossart at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516651,https://catalog.archives.gov/id/131516651,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Costello,1863-04-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Costello at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516652,https://catalog.archives.gov/id/131516652,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Coulter,1863-08-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Coulter at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516653,https://catalog.archives.gov/id/131516653,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Coville,1863-08-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Coville at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516654,https://catalog.archives.gov/id/131516654,National Archives at Philadelphia,Correspondence Relating to the Employment of Annie E Cozens,1863-09-02,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Annie E. Cozens at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516655,https://catalog.archives.gov/id/131516655,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Coyle,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Coyle at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516656,https://catalog.archives.gov/id/131516656,National Archives at Philadelphia,Correspondence Relating to the Employment of Grace Coyle,1863-09-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Grace Coyle at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516657,https://catalog.archives.gov/id/131516657,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Craft,1863-07-29,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Craft at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
