identifier,digital resource locator,contributing repository,title,date created (W3CDTF),"date created (human readable, for approximate dates)",creator,rights,language,subject,type,extent,spatial,description,publisher,isPartOf,full text available (y/n)?,local data 1,local data 2,local data 3
rg116_b2_f13_32,https://digital.history.pcusa.org/islandora/object/islandora:159885,Presbyterian Historical Society,Belle Hawkes on her pet donkey,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Donkeys--Iran|Iran|Photographs|Archives",image,photograph : black-and-white ; 5 3/4 x 7 inches,Iran,"Belle Sherwood Hawkes on ""Peter.""",,Belle Hawkes papers,n,,,
rg116_b2_f13_31,https://digital.history.pcusa.org/islandora/object/islandora:159881,Presbyterian Historical Society,James W. Hawkes,1885,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, James W.|Missionaries--Iran|Iran|Photographs|Archives",image,photograph : black-and-white ; 3 1/2 x 4 1/2 inches,,"James W. Hawkes and other missionaries in Persia. 1885. J.W. Hawkes: front, 2nd from left.",,Belle Hawkes papers,n,,,
rg116_b2_f13_30,https://digital.history.pcusa.org/islandora/object/islandora:159898,Presbyterian Historical Society,James W. Hawkes,1892,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, James W.|Missionaries--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 3 1/4 x 4 1/4 inches,,"James Hawkes and servant, Hamadan, Persia. 1892.",,Belle Hawkes papers,n,,,
rg116_b2_f13_29,https://digital.history.pcusa.org/islandora/object/islandora:159896,Presbyterian Historical Society,"Belle Hawkes memorial chapel in Hamadān, Iran",1919,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, Belle, 1854-1919--Death and burial|Women missionaries--Iran|Chapels--Iran--Hamadān|Hamadān (Iran)--Buildings, structures, etc.|Photographs|Archives",image,photograph : black-and-white ; 4 3/4 x 3 1/2 inches,Hamadān (Iran),Inside view looking toward the east windows.,,Belle Hawkes papers,n,,,
rg116_b2_f13_28,https://digital.history.pcusa.org/islandora/object/islandora:159882,Presbyterian Historical Society,"Belle Hawkes memorial chapel in Hamadān, Iran",1919, ,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, Belle, 1854-1919--Death and burial|Women missionaries--Iran|Missionaries--Iran|Chapels--Iran--Hamadān|Hamadān (Iran)--Buildings, structures, etc.|Photographs|Archives",image,photograph : black-and-white ; 4 3/4 x 3 1/2 inches,Hamadān (Iran),Front of chapel.,,Belle Hawkes papers,n,,,
rg116_b2_f13_27,https://digital.history.pcusa.org/islandora/object/islandora:159886,Presbyterian Historical Society,"Belle Hawkes memorial chapel in Hamadān, Iran",1919, ,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, Belle, 1854-1919--Death and burial|Women missionaries--Iran|Chapels--Iran--Hamadān|Hamadān (Iran)--Buildings, structures, etc.|Photographs|Archives",image,photograph : black-and-white ; 3 1/2 x 4 3/4 inches,Hamadān (Iran),North side of chapel.,,Belle Hawkes papers,n,,,
rg116_b2_f13_26,https://digital.history.pcusa.org/islandora/object/islandora:159907,Presbyterian Historical Society,Belle Hawkes,1881-1882,approximately 1881-1882,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran--Portraits|Iran|Photographs|Archives|Portraits",image,photograph : black-and-white ; 5 x 4 inches,,Belle Sherwood (=Sarah Belknap) afterward Mrs. Hawkes about 1881 or 2.,,Belle Hawkes papers,n,,,
rg116_b2_f13_25,https://digital.history.pcusa.org/islandora/object/islandora:159908,Presbyterian Historical Society,Belle Hawkes,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran--Portraits|Iran|Photographs|Archives|Portraits",image,photograph : black-and-white ; 5 x 4 inches,,Photograph of Belle Hawkes.,,Belle Hawkes papers,n,,,
rg116_b2_f13_24,https://digital.history.pcusa.org/islandora/object/islandora:159895,Presbyterian Historical Society,"Men with horse and donkey in Hamadān, Iran",1883-1919,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Harper, Francis|Women missionaries--Iran|Missionaries--Iran|Horses--Iran|Donkeys--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 4 1/4 x 6 inches,Hamadān (Iran),"[Text transcribed from caption] Property of Belle and Jim, Persia. Prince 57' 12 in. high. Peter 55' 12 in. high. In the no. Persian wild ass (the presumptive progenitor of the animal in the photograph), a male's height at the shoulder is given as 50 in., a female's as 44 in. Extinct and vanishing mammals of the Old World. Perhaps the measurement given on the back of the photographs, the original of which belonged to Mrs. Hawkes, applied to the distance from the top of the head to the ground. F.H. 4-16-70. (Francis Harper.)",,Belle Hawkes papers,n,,,
rg116_b2_f13_23,https://digital.history.pcusa.org/islandora/object/islandora:159909,Presbyterian Historical Society,"Belle Hawkes memorial chapel in Hamadān, Iran",1919, ,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, Belle, 1854-1919--Death and burial|Women missionaries--Iran|Chapels--Iran--Hamadān|Hamadān (Iran)--Buildings, structures, etc.|Photographs|Archives",image,photograph : color ; 6 3/4 x 5 inches,Hamadān (Iran),"Memorial chapel in memory of Belle Sherwood Hawkes, Hamadan, Persia.",,Belle Hawkes papers,n,,,
rg116_b2_f13_22,https://digital.history.pcusa.org/islandora/object/islandora:159887,Presbyterian Historical Society,Belle Hawkes,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 3 x 4 1/2 inches,,Hamadan.,,Belle Hawkes papers,n,,,
rg116_b2_f13_21,https://digital.history.pcusa.org/islandora/object/islandora:159905,Presbyterian Historical Society,Belle Hawkes,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 4 1/2 x 3 inches,,Photograph of Belle Hawkes outside.,,Belle Hawkes papers,n,,,
rg116_b2_f13_20,https://digital.history.pcusa.org/islandora/object/islandora:159904,Presbyterian Historical Society,James W. and Belle Hawkes,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, James W.|Women missionaries--Iran|Missionaries--Iran|Wellesley (Mass.)|Photographs|Archives",image,photograph : black-and-white ; 4 x 3 inches,,"BS Hawkes. JW Hawkes. 18 Abbott St. Wellesley, Mass.",,Belle Hawkes papers,n,,,
rg116_b2_f13_19,https://digital.history.pcusa.org/islandora/object/islandora:159906,Presbyterian Historical Society,Forest,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Photographs|Archives",image,photograph : black-and-white ; 4 3/4 x 3 inches,,Photograph of a forest.,,Belle Hawkes papers,n,,,
rg116_b2_f13_18,https://digital.history.pcusa.org/islandora/object/islandora:159894,Presbyterian Historical Society,Belle Hawkes,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 4 1/2  x 2 3/4 inches,Hamadān (Iran),Photograph of Belle Hawkes.,,Belle Hawkes papers,n,,,
rg116_b2_f13_17,https://digital.history.pcusa.org/islandora/object/islandora:159891,Presbyterian Historical Society,"Belle Hawkes' grave in Hamadān, Iran",1919,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, Belle, 1854-1919--Death and burial|Women missionaries--Iran|Burial--Iran|Presbyterian Church--Missions--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 3 x 5 1/4 inches,Hamadān (Iran),"Grave of Belle Sherwood Hawkes, Hamadan, Persia.",,Belle Hawkes papers,n,,,
rg116_b2_f13_16,https://digital.history.pcusa.org/islandora/object/islandora:159911,Presbyterian Historical Society,"Residence in Elysburg, Pennsylvania",1883-1919,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, Belle, 1854-1919--Homes and haunts|Women missionaries--Iran|Missionaries--Iran|Dogs--Pennsylvania--Elysburg|Presbyterian Church--Missions--Iran|Elysburg (Pa.)|Photographs|Archives",image,photograph : black-and-white ; 3 1/2 x 5 1/2 inches,Elysburg (Pa|),"Llewellyn Place, Elysburg, Penna. The dog has since been gathered to his fathers - but he never had such a ""hang dog"" look at this implies.",,Belle Hawkes papers,n,,,
rg116_b2_f13_15,https://digital.history.pcusa.org/islandora/object/islandora:159888,Presbyterian Historical Society,James W. and Belle Hawkes,1910,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, James W.|Women missionaries--Iran|Missionaries--Iran|Ogunquit (Me.)|Photographs|Archives",image,photograph : black-and-white ; 4 x 3 inches,Ogunquit (Me.),"BS Hawkes. JW Hawkes. 1910 Ogunquit, Maine.",,Belle Hawkes papers,n,,,
rg116_b2_f13_14,https://digital.history.pcusa.org/islandora/object/islandora:159913,Presbyterian Historical Society,Belle Sherwood Hawkes,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran--Portraits|Iran|Photographs|Archives|Portraits",image,photograph : black-and-white ; 8 1/2 x 5 1/2 inches,Iran,Portrait of Belle Hawkes.,,Belle Hawkes papers,n,,,
rg116_b2_f13_13,https://digital.history.pcusa.org/islandora/object/islandora:159892,Presbyterian Historical Society,Belle Hawkes on a horse,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Horses--Iran|Presbyterian Church--Missions--Iran|Iran|Photographs|Archives",image,photograph : black-and-white ; 4 1/4 x 6 1/2 inches,Iran,Belle Sherwood Hawkes on Persian steed.,,Belle Hawkes papers,n,,,
rg116_b2_f13_12b,https://digital.history.pcusa.org/islandora/object/islandora:159889,Presbyterian Historical Society,Belle Sherwood Hawkes,1872-1883,approximately 1872-1883,"Hawkes, Belle, 1854-1919|Wooley, Jesse Sumner, 1867-1943","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran--Portraits|Ballston (N.Y. : Town)|Photographs|Archives|Portraits|Cabinet photographs",image,photograph : black-and-white ; 6 1/2 x 4 1/4 inches,Ballston (N.Y. : Town),Portrait of Belle Hawkes.,,Belle Hawkes papers,n,,,
rg116_b2_f13_12a,https://digital.history.pcusa.org/islandora/object/islandora:159901,Presbyterian Historical Society,Belle Sherwood Hawkes,1872-1883,approximately 1872-1883,"Hawkes, Belle, 1854-1919|Wooley, Jesse Sumner, 1867-1943","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran--Portraits|Ballston (N.Y. : Town)|Photographs|Archives|Portraits|Cabinet photographs",image,photograph : black-and-white ; 6 1/2 x 4 1/4 inches,Ballston (N.Y. : Town),Portrait of Belle Hawkes.,,Belle Hawkes papers,n,,,
rg116_b2_f13_11,https://digital.history.pcusa.org/islandora/object/islandora:159903,Presbyterian Historical Society,"Hawkes residence in Hamadān, Iran",1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, James W.|Women missionaries--Iran|Missionaries--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 6 1/2 x 9 inches,Hamadān (Iran),"Belle Sherwood Hawkes, James W. Hawkes at their home, Hamadan, Persia.",,Belle Hawkes papers,n,,,
rg116_b2_f13_10,https://digital.history.pcusa.org/islandora/object/islandora:159884,Presbyterian Historical Society,Rev. James W. Hawkes,1883-1919,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, James W.|Sherwood, Minnie|Women missionaries--Iran|Missionaries--Iran|Hamadān (Iran)|Photographs|Archives|Portraits|Card photographs",image,photograph : black-and-white ; 6 1/2 x 4 1/2 inches,Hamadān (Iran),"""Uncle Jim"" Rev. James W. Hawkes. Hamadan, Persia.",,Belle Hawkes papers,n,,,
rg116_b2_f13_09,https://digital.history.pcusa.org/islandora/object/islandora:159896,Presbyterian Historical Society,"Missionaries in Hamadān, Iran, 1899",1910,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, James W.|Women missionaries--Iran|Missionaries--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 6 1/2 x 4 1/2 inches,Hamadān (Iran),The Hamadan Group - April 1889. Belle Sherwood Hawkes sitting on floor at right. James W. Hawkes front above.,,Belle Hawkes papers,n,,,
rg116_b2_f13_08,https://digital.history.pcusa.org/islandora/object/islandora:159902,Presbyterian Historical Society,Belles Hawkes' sitting room,1912,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, Belle, 1854-1919--Homes and haunts|Women missionaries--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 2 1/2 x 3 inches,Hamadān (Iran),Photograph of Belle Hawkes' sitting room.,,Belle Hawkes papers,n,,,
rg116_b2_f13_07,https://digital.history.pcusa.org/islandora/object/islandora:159900,Presbyterian Historical Society,Belle Hawkes with pet dog,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Dogs--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 4 1/2 x 3 inches,Hamadān (Iran),"Belle S. Hawkes + Miss Kendall's ""Jack."" Hamadan, Persia.",,Belle Hawkes papers,n,,,
rg116_b2_f13_06,https://digital.history.pcusa.org/islandora/object/islandora:159912,Presbyterian Historical Society,Belle Hawkes' pet cat,1911,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Cats--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 2 1/2 x 4 inches,Hamadān (Iran),Shirin - 1911. Born in Isfahan.,,Belle Hawkes papers,n,,,
rg116_b2_f13_05,https://digital.history.pcusa.org/islandora/object/islandora:159883,Presbyterian Historical Society,Belle Hawkes' pet cat,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Cats--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 2 3/4 x 4 1/4 inches,Hamadān (Iran),"Cat belonging to Belle Sherwood Hawkes, Hamadan, Persia.",,Belle Hawkes papers,n,,,
rg116_b2_f13_04,https://digital.history.pcusa.org/islandora/object/islandora:159914,Presbyterian Historical Society,Mary Frances Sherwood,1901,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Sherwood, Mary Frances|Women missionaries--Iran|Presbyterian Church--Missions--Iran|Photographs|Archives|Portraits",image,photograph : black-and-white ; 5 x 4 inches,,"Mary Frances Sherwood, mother of Sarah Belknap (""Belle""), Mary Jane, Abigail Adele, Sidney, William Beattis, and Margaret Pollock.",,Belle Hawkes papers,n,,,
rg116_b2_f13_03,https://digital.history.pcusa.org/islandora/object/islandora:159890,Presbyterian Historical Society,Belle Hawkes' pet cat,1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Cats--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 2 3/4 x 4 1/4 inches,Hamadān (Iran),"Cat belonging to Belle Sherwood Hawkes, Hamadan, Persia.",,Belle Hawkes papers,n,,,
rg116_b2_f13_02,https://digital.history.pcusa.org/islandora/object/islandora:159899,Presbyterian Historical Society,Man with horses at the Hawkes' house,1883-1919,approximately 1883-1919,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Hawkes, Belle, 1854-1919--Homes and haunts|Hawkes, James W.--Homes and haunts|Women missionaries--Iran|Missionaries--Iran|Horses--Iran|Hamadān (Iran)|Photographs|Archives",image,photograph : black-and-white ; 5 1/2 x 8 3/4 inches,Hamadān (Iran),Taken in court of J. W. Hawkes' house in Hamadan.,,Belle Hawkes papers,n,,,
rg116_b2_f13_01,https://digital.history.pcusa.org/islandora/object/islandora:159893,Presbyterian Historical Society,Belle Hawkes' pet cats,1899-08-23, ,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Cats--Iran|Iran|Photographs|Archives",image,photograph : black-and-white ; 4 1/4 x 6 1/2 inches,Iran,"Cats brought from Teheran autumn of 1890 while 6 months old. This photograph taken in autumn of 1899. Aug. 23, '99. White cat weighed 12 lbs 10 oz. Black cat weighed 13 lbs.",,Belle Hawkes papers,n,,,
rg116_b2_f12_07,https://digital.history.pcusa.org/islandora/object/islandora:154622,Presbyterian Historical Society,"Belle Hawkes' diary, 1919",1919,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Sherwood, Minnie|Women missionaries--Iran|Missionaries--Iran|Women missionaries--Iran--Diaries|Hamadān (Iran)|Manuscripts|Archives|Diaries",text,394 pages,Hamadān (Iran),"Belle Hawkes diary, 1919.",,Belle Hawkes papers,n,,,
rg116_b2_f12_06,https://digital.history.pcusa.org/islandora/object/islandora:155919,Presbyterian Historical Society,"Belle Hawkes' diary, 1918",1918,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Missionaries--Iran|Women missionaries--Iran--Diaries|Hamadān (Iran)|Manuscripts|Archives|Diaries",text,152 pages,Hamadān (Iran),"Belle Hawkes diary, 1918.",,Belle Hawkes papers,n,,,
rg116_b2_f12_05,https://digital.history.pcusa.org/islandora/object/islandora:156072,Presbyterian Historical Society,"Belle Hawkes' diary, 1917",1917,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Missionaries--Iran|Women missionaries--Iran--Diaries|Hamadān (Iran)|Manuscripts|Archives|Diaries",text,146 pages,Hamadān (Iran),"Belle Hawkes diary, 1917.",,Belle Hawkes papers,n,,,
rg116_b2_f12_04,https://digital.history.pcusa.org/islandora/object/islandora:155017,Presbyterian Historical Society,"Belle Hawkes' diary, 1916",1916,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Missionaries--Iran|Women missionaries--Iran--Diaries|Hamadān (Iran)|Manuscripts|Archives|Diaries",text,140 pages,Hamadān (Iran),"Belle Hawkes diary, 1916.",,Belle Hawkes papers,n,,,
rg116_b2_f12_03,https://digital.history.pcusa.org/islandora/object/islandora:155772,Presbyterian Historical Society,"Belle Hawkes' diary, 1915",1915,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Missionaries--Iran|Women missionaries--Iran--Diaries|Hamadān (Iran)|Manuscripts|Archives|Diaries",text,136 pages,Hamadān (Iran),"Belle Hawkes diary, 1915.",,Belle Hawkes papers,n,,,
rg116_b2_f12_02,https://digital.history.pcusa.org/islandora/object/islandora:156495,Presbyterian Historical Society,"Belle Hawkes' diary, 1914",1914,,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Missionaries--Iran|Women missionaries--Iran--Diaries|Hamadān (Iran)|Manuscripts|Archives|Diaries",text,126 pages,Hamadān (Iran),"Belle Hawkes diary, 1914.",,Belle Hawkes papers,n,,,
rg116_b2_f12_01,https://digital.history.pcusa.org/islandora/object/islandora:156622,Presbyterian Historical Society,"Belle Hawkes' diary, 1890-1895",1890-1895, ,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Missionaries--Iran|Women missionaries--Iran--Diaries|Hamadān (Iran)|Manuscripts|Archives|Diaries",text,334 pages,Hamadān (Iran),"Belle Hawkes diary, 1890-1895.",,Belle Hawkes papers,n,,,
rg116_b1_f9,https://digital.history.pcusa.org/islandora/object/islandora:157875,Presbyterian Historical Society,"Belle Hawkes' personal items, approximately 1883-1919",1883-1919 ,approximately 1883-1919,"Hawkes, Belle, 1854-1919|Hale, Ralph T. (Ralph Tracy), 1880-|Holliday, G. Y.|Field, Clara","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Bobbs-Merrill Company|Holliday, G. Y.|Field, Clara|Women missionaries--Iran|Missionaries--Iran|Women missionaries--Iran--Diaries|Manuscripts|Archives|Diaries|Correspondence|Essays",text,6 pages,Iran,"Loose papers removed from Belle Hawkes' diary. Includes a draft of ""The Best Way of Reaching the Women"" by Belle Hawkes; a 1904 letter from Ralph T. Hale of the Bobbs-Merrill Company and a related letter from G. Y. Holliday; and a letter from Clara H. Field.",,Belle Hawkes papers,n,,,
rg116_b1_f8,"https://digital.history.pcusa.org/islandora/object/islandora:155322
",Presbyterian Historical Society,"Belle Hawkes' diary, 1880-1913",1880-1913, ,"Hawkes, Belle, 1854-1919","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Women missionaries--Iran|Missionaries--Iran|Women missionaries--Iran--Diaries|Hamadān (Iran)|Tehran (Iran)|Manuscripts|Archives|Diaries",text,68 pages,Hamadān (Iran)|Tehran (Iran),Belle Hawkes diary. Entries are mostly undated but range from 1880 through 1913.,,Belle Hawkes papers,n,,,
rg116_b1_f7,https://digital.history.pcusa.org/islandora/object/islandora:156451,Presbyterian Historical Society,"Belle Hawkes condolence letters, 1919-1920",1919-1920, ,"Findley, Mary G.|Speer, Emma Bailey, 1872-1961|Holmes, Mary W.|Pray, Margaret|Farrington, Agnes E.","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Hawkes, Belle, 1854-1919--Death and burial|Sherwood, Margaret Pollock, 1864-1955|Women missionaries--Iran|Missionaries--Iran|Condolence notes|Manuscripts|Archives|Correspondence|Letters of condolence",text,43 pages,,"Condolence letters addressed to Margaret Sherwood, Belle's younger sister, after Belle's death in December 1919. Written by various people in Belle Hawkes' life, including fellow missionaries in Iran.",,Belle Hawkes papers,n,,,
rg116_b1_f6,https://digital.history.pcusa.org/islandora/object/islandora:157642,Presbyterian Historical Society,"Belle Hawkes correspondence, 1897-1901",1897-1901, ,"Hawkes, Belle, 1854-1919|Hawkes, James W.","This work is believed to be in the Public Domain under the laws of the United States. For more information, see http://rightsstatements.org/page/NoC-US/1.0/",eng,"Hawkes, Belle, 1854-1919|Hawkes, James W.|Sherwood, Mary Frances|Sherwood, Minnie|Sherwood, Margaret Pollock, 1864-1955|Missionaries--Iran|Women missionaries--Iran|Hamadān (Iran)|Manuscripts|Archives",text,232 pages,Hamadān (Iran),"Belle Hawkes correspondence, primarily outgoing, from 1897-1901. Also includes some letters written by her husband, Rev. James H. Hawkes. Organized chronologically.",,Belle Hawkes papers,n,,,
